proposal_id,building_uuid,label,heuristic_label,cluster
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-27,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,1
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-33,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,1
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-40,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,1
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-48,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,1
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-55,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,1
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-60,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,8
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-64,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,8
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-66,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,1
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-78,16784bad-2cd9-4f4c-bb26-60355981cfe2,accepted,accepted,8
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-79,16784bad-2cd9-4f4c-bb26-60355981cfe2,accepted,accepted,8
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-80,16784bad-2cd9-4f4c-bb26-60355981cfe2,accepted,accepted,8
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-82,16784bad-2cd9-4f4c-bb26-60355981cfe2,accepted,accepted,8
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-83,16784bad-2cd9-4f4c-bb26-60355981cfe2,accepted,accepted,8
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-108,16784bad-2cd9-4f4c-bb26-60355981cfe2,accepted,accepted,1
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-110,16784bad-2cd9-4f4c-bb26-60355981cfe2,accepted,accepted,1
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-123,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,8
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-127,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,1
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-12:gap-cross_story-0-4:piece-0:seg-130,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,1
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-0,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-1,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-2,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-6,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-12,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-13,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-15,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-16,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-18,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-19,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-21,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-22,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-23,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-25,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-20:gap-cross_story-0-4:piece-0:seg-27,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,12
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-0,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-1,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,16
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-2,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,16
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-12,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-13,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-18,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-25,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-30,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-33,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-40,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-45,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,16
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-46,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,16
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-47,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,16
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-51,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-58,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-63,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-67,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-70,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-75,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,16
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-76,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-78,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,16
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-79,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,16
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-80,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,16
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-81,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-82,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
16784bad-2cd9-4f4c-bb26-60355981cfe2::v3-merged-roof-segment::segment-26:gap-cross_story-0-4:piece-0:seg-83,16784bad-2cd9-4f4c-bb26-60355981cfe2,rejected,accepted,4
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-1,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-5,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-15,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-16,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-18,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-19,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-20,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-21,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-27,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-30,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-31,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-32,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-33,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-34,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-35,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-37,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-38,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-39,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-40,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-42,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-45,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-49,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-50,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-52,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-0:gap-cross_story-0-8:piece-0:seg-53,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,0
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-0,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-1,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-2,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-3,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-4,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-6,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-9,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-12,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-13,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-14,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-15,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-16,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-17,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-19,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-23,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-33,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,19
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-34,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-3:gap-cross_story-0-8:piece-0:seg-51,1900be91-8684-4316-98e2-c4fef6e6296f,accepted,accepted,8
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-1,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,4
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-2,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,9
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-3,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,9
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-4,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,16
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-6,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,4
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-9,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,4
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-13,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,9
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-14,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,4
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-16,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,16
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-17,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,6
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-33,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,9
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-36,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,16
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-37,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,19
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-38,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,6
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-39,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,6
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-41,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,9
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-45,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,4
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-48,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,16
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-49,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,9
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-50,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,4
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-51,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,19
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-52,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,19
1900be91-8684-4316-98e2-c4fef6e6296f::v3-merged-roof-segment::segment-14:gap-cross_story-0-8:piece-0:seg-53,1900be91-8684-4316-98e2-c4fef6e6296f,rejected,rejected,16
21af2a12-2a29-44b5-b703-fbaa208996e9::v3-merged-roof-segment::segment-0:gap-cross_story-0-2:piece-0:seg-2,21af2a12-2a29-44b5-b703-fbaa208996e9,rejected,accepted,11
21af2a12-2a29-44b5-b703-fbaa208996e9::v3-merged-roof-segment::segment-0:gap-cross_story-0-2:piece-0:seg-6,21af2a12-2a29-44b5-b703-fbaa208996e9,rejected,accepted,11
21af2a12-2a29-44b5-b703-fbaa208996e9::v3-merged-roof-segment::segment-0:gap-cross_story-0-2:piece-0:seg-7,21af2a12-2a29-44b5-b703-fbaa208996e9,rejected,accepted,11
21af2a12-2a29-44b5-b703-fbaa208996e9::v3-merged-roof-segment::segment-0:gap-cross_story-0-2:piece-0:seg-13,21af2a12-2a29-44b5-b703-fbaa208996e9,rejected,accepted,11
21af2a12-2a29-44b5-b703-fbaa208996e9::v3-merged-roof-segment::segment-0:gap-cross_story-0-2:piece-0:seg-15,21af2a12-2a29-44b5-b703-fbaa208996e9,rejected,accepted,11
21af2a12-2a29-44b5-b703-fbaa208996e9::v3-merged-roof-segment::segment-0:gap-cross_story-0-2:piece-0:seg-18,21af2a12-2a29-44b5-b703-fbaa208996e9,rejected,accepted,11
21af2a12-2a29-44b5-b703-fbaa208996e9::v3-merged-roof-segment::segment-0:gap-cross_story-0-2:piece-0:seg-19,21af2a12-2a29-44b5-b703-fbaa208996e9,rejected,accepted,11
21af2a12-2a29-44b5-b703-fbaa208996e9::v3-merged-roof-segment::segment-0:gap-cross_story-0-2:piece-0:seg-22,21af2a12-2a29-44b5-b703-fbaa208996e9,rejected,accepted,4
21af2a12-2a29-44b5-b703-fbaa208996e9::v3-merged-roof-segment::segment-0:gap-cross_story-0-2:piece-0:seg-26,21af2a12-2a29-44b5-b703-fbaa208996e9,rejected,accepted,11
21af2a12-2a29-44b5-b703-fbaa208996e9::v3-merged-roof-segment::segment-0:gap-cross_story-0-2:piece-0:seg-28,21af2a12-2a29-44b5-b703-fbaa208996e9,rejected,accepted,11
21af2a12-2a29-44b5-b703-fbaa208996e9::v3-merged-roof-segment::segment-0:gap-cross_story-0-2:piece-0:seg-29,21af2a12-2a29-44b5-b703-fbaa208996e9,rejected,accepted,11
21af2a12-2a29-44b5-b703-fbaa208996e9::v3-merged-roof-segment::segment-0:gap-cross_story-0-2:piece-0:seg-30,21af2a12-2a29-44b5-b703-fbaa208996e9,rejected,accepted,11
21af2a12-2a29-44b5-b703-fbaa208996e9::v3-merged-roof-segment::segment-0:gap-cross_story-0-2:piece-0:seg-31,21af2a12-2a29-44b5-b703-fbaa208996e9,rejected,accepted,11
